FRN,471 Application Number,Billed Entity Name,Applicant Type,Applicant Street Address 1,Applicant City,Applicant Zip Code,Fund Year,Cmtd Total Cost,FRN Committed Amount,Total Authorized Disbursement
1899000190,181000171,REGENTS SCHOOL OF AUSTIN,School,3230 TRAVIS COUNTRY CIRCLE,AUSTIN,"	78735",2018,"$12,239.88 ",$0.00 ,
1899000488,181000386,OUR LADY OF REFUGE SCHOOL,School,577 WASHINGTON ST,EAGLE PASS,"	78852",2018,"$4,007.28 ","$2,404.37 ","$1,439.88 "
1899000494,181000390,ST AUGUSTINE HIGH SCHOOL,School,1300 GALVESTON ST,LAREDO,"	78040",2018,"$4,259.16 ","$2,129.58 ","$2,124.50 "
1899000498,181000393,MARY HELP OF CHRISTIAN SCHOOL,School,10 E DEL MAR BLVD,LAREDO,"	78041",2018,"$3,539.52 ","$1,415.81 ",$890.61 
1899000506,181000400,EDUCATION SERV CTR-REGION 7,School,1909 NORTH LONGVIEW ST.,KILGORE,"	75662",2018,"$55,200.00 ","$44,160.00 ","$38,493.57 "
1899000510,181000400,EDUCATION SERV CTR-REGION 7,School,1909 NORTH LONGVIEW ST.,KILGORE,"	75662",2018,"$12,000.00 ","$9,600.00 ","$8,341.93 "
1899001097,181000848,ST JEROME SCHOOL,School,8825 KEMPWOOD DR,HOUSTON,"	77080",2018,"$2,638.80 ","$1,583.28 ","$1,582.68 "
1899001102,181000849,ASSUMPTION CATHOLIC SCHOOL,School,801 ROSELANE ST,HOUSTON,"	77037",2018,"$2,698.80 ","$2,428.92 ","$2,428.20 "
1899001107,181000849,ASSUMPTION CATHOLIC SCHOOL,School,801 ROSELANE ST,HOUSTON,"	77037",2018,$906.60 ,$815.94 ,$815.40 
1899001117,181000856,CHRIST THE REDEEMER CATHOLIC SCHOOL,School,11511 HUFFMEISTER RD,HOUSTON,"	77065",2018,"$2,927.88 ","$1,171.15 ",$936.40 
1899001121,181000862,CORPUS CHRISTI SCHOOL,School,4005 CHEENA DR,HOUSTON,"	77025",2018,"$1,905.72 ",$762.29 ,$762.00 
1899001125,181000865,HOLY FAMILY GALVESTON CATHOLIC SCHOOL,School,2601 AVENUE N,GALVESTON,"	77550",2018,"$2,638.80 ","$1,319.40 ","$1,318.90 "
1899001133,181000871,HOLY GHOST SCHOOL,School,6920 CHIMNEY ROCK RD,HOUSTON,"	77081",2018,"$1,895.64 ","$1,137.38 ","$1,136.78 "
1899001152,181000883,HOLY ROSARY SCHOOL,School,1408 JAMES ST,ROSENBERG,"	77471",2018,"$1,326.72 ",$530.69 ,
1899001153,181000884,INCARNATE WORD ACADEMY SCHOOL,School,609 CRAWFORD ST,HOUSTON,"	77002",2018,"$26,285.76 ","$13,142.88 ","$11,638.82 "
1899001154,181000885,JOHN PAUL II SCHOOL,School,1400 PARKWAY PLAZA DR,HOUSTON,"	77077",2018,"$2,926.20 ","$1,170.48 ","$1,170.08 "
1899001156,181000887,OUR LADY OF FATIMA SCHOOL-GALENA PARK,School,1702 9TH ST,GALENA PARK,"	77547",2018,"$2,399.40 ","$1,439.64 ","$1,438.44 "
1899001421,181001049,OUR LADY OF FATIMA SCHOOL-TEXAS CITY,School,1600 9TH AVE N,TEXAS CITY,"	77590",2018,"$1,319.40 ",$527.76 ,$527.36 
1899001455,181001067,OUR LADY OF GUADALUPE SCHOOL,School,2405 NAVIGATION BLVD,HOUSTON,"	77003",2018,"$1,618.80 ",$809.40 ,$808.90 
1899001462,181001075,OUR LADY QUEEN OF PEACE,School,1600 HIGHWAY 2004,CLUTE,"	77531",2018,"$3,298.80 ","$1,319.52 ","$1,319.12 "
1899001472,181001082,QUEEN OF PEACE SCHOOL,School,2320 OAKCLIFF ST,HOUSTON,"	77023",2018,"$3,580.68 ","$2,864.54 ","$2,863.74 "
1899001500,181001104,REGIS SCHOOL,School,7330 WESTVIEW DR # D,HOUSTON,"	77055",2018,"$2,098.80 ",$419.76 ,$411.96 
1899001514,181001114,SACRED HEART ELEMENTARY SCHOOL-CONROE,School,615 MCDADE ST,CONROE,"	77301",2018,"$1,556.40 ",$778.20 ,$777.70 
1899001528,181001119,SACRED HEART ELEMENTARY SCHOOL-CROSBY,School,907 RUNNEBURG RD,CROSBY,"	77532",2018,"$1,402.80 ",$701.40 ,$700.90 
1899002029,181001287,ALL SAINTS SCHOOL,School,3222 103RD ST,LUBBOCK,"	79423",2018,"$4,559.88 ","$2,279.94 ","$2,279.94 "
1899002035,181001456,BISHOP DUNNE HIGH SCHOOL,School,3900 RUGGED DR,DALLAS,"	75224",2018,"$26,400.00 ","$13,200.00 ","$11,659.12 "
1899002739,181001914,HOLY CROSS ELEMENTARY SCHOOL,School,2001 KATY AVE,BAY CITY,"	77414",2018,"$1,499.88 ",$749.94 ,$749.82 
1899002740,181001916,OUR LADY OF THE GULF CATH SCH,School,301 S SAN ANTONIO ST,PORT LAVACA,"	77979",2018,"$1,422.00 ",$995.40 ,$994.70 
1899002742,181001917,OUR LADY OF VICTORY SCHOOL,School,1311 E MESQUITE LN ,VICTORIA,"	77901",2018,"$4,199.40 ","$1,679.76 ","$1,643.76 "
1899002743,181001918,SACRED HEART ELEMENTARY SCHOOL,School,313 S TEXANA ST,HALLETTSVILLE,"	77964",2018,"$3,264.00 ","$1,632.00 ","$1,631.50 "
1899002744,181001918,SACRED HEART ELEMENTARY SCHOOL,School,313 S TEXANA ST,HALLETTSVILLE,"	77964",2018,"$2,639.88 ","$1,319.94 ","$1,319.94 "
1899002745,181001919,ST MICHAEL SCHOOL,School,208 N MCLEOD ST,CUERO,"	77954",2018,"$4,499.88 ","$2,699.93 ",$650.50 
1899002748,181001922,ST PHILIP SCHOOL,School,302 W CHURCH ST,EL CAMPO,"	77437",2018,"$2,843.04 ","$1,137.22 ","$1,137.18 "
1899002749,181001923,ST JOSEPH ELEMENTARY SCHOOL,School,310 ORTH ST,YOAKUM,"	77995",2018,"$3,566.04 ","$2,139.62 ","$2,133.62 "
1899002751,181001926,ST JOSEPH HIGH SCHOOL,School,110 E RED RIVER ST,VICTORIA,"	77901",2018,"$13,594.56 ","$5,437.82 ","$5,437.42 "
1899002752,181001927,ST ROSE OF LIMA SCHOOL,School,400 BLACK ST,SCHULENBURG,"	78956",2018,"$3,482.40 ","$1,741.20 ","$1,741.20 "
1899002967,181002066,ST LOUIS ELEMENTARY SCHOOL,School,2208 N 23RD ST,WACO,"	76708",2018,"$8,940.00 ","$4,470.00 ","$4,470.00 "
1899003252,181002245,YELLOWSTONE ACADEMY,School,3000 TRULLEY STREET,HOUSTON,"	77004",2018,"$17,400.00 ","$15,660.00 ","$15,120.00 "
1899003294,181002267,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,School,2860 VIRGINIA PARKWAY,MCKINNEY,"	75071",2018,"$12,468.00 ","$4,987.20 ","$4,987.20 "
1899003965,181002701,BISHOP T K GORMAN SCHOOL,School,1405 E SOUTHEAST LOOP 323,TYLER,"	75701",2018,"$14,400.00 ","$5,760.00 ","$5,760.00 "
1899004382,181002990,REICHER CATHOLIC HIGH SCHOOL,School,2102 N 23RD ST,WACO,"	76708",2018,"$11,940.00 ","$4,776.00 ",
1899006269,181004246,BISHOP LYNCH HIGH SCHOOL,School,9750 FERGUSON RD,DALLAS,"	75228",2018,"$20,651.88 ","$8,260.75 ","$8,217.60 "
1899006421,181004350,ASCENSION ACADEMY,School,9301 ASCENSION PKWY,AMARILLO,"	79119",2018,"$53,520.00 ","$26,760.00 ","$26,760.00 "
1899006423,181004352,CHANNING PUBLIC SCHOOL,School,916 GREENWOOD,CHANNING,"	79018",2018,"$44,520.00 ","$35,616.00 ","$35,616.00 "
1899006625,181004483,WALCOTT ELEMENTARY SCHOOL,School,4275 HWY 214,HEREFORD,"	79045",2018,"$52,020.00 ","$41,616.00 ","$41,616.00 "
1899007267,181004913,MAUD INDEPENDENT SCHOOL,School,389 HOUSTON ST,MAUD,"	75567",2018,"$24,540.00 ","$19,632.00 ","$19,632.00 "
1899007323,181004968,MIDLAND ACADEMY CHARTER SCHOOL,School,500 NORTH BAIRD,MIDLAND,"	79701",2018,"$38,847.96 ","$23,308.78 ","$23,308.78 "
1899007575,181005121,ALL SAINTS CATHOLIC SCHOOL,School,7777 OSAGE PLAZA PARKWAY,DALLAS,"	75252",2018,"$11,570.88 ","$4,628.35 ","$4,542.48 "
1899007878,181005273,PRINCE OF PEACE CHRISTIAN SCHOOL,School,4000 MIDWAY RD,CARROLLTON,"	75007",2018,"$28,200.00 ","$11,280.00 ","$11,280.00 "
1899009641,181006353,CHINQUAPIN PREPARATORY SCHOOL,School,2615 E WALLISVILLE RD,HIGHLANDS,"	77562",2018,"$26,160.00 ","$23,544.00 ","$23,544.00 "
1899009716,181006415,ST RAPHAEL CATHOLIC SCHOOL,School,2310 WOODSIDE DR,EL PASO,"	79925",2018,"$11,400.00 ","$4,560.00 ","$4,560.00 "
1899010815,181007093,"CRISTO REY DALLAS HIGH SCHOOL, INC.",School,1064 N SAINT AUGUSTINE DRIVE,DALLAS,"	75217",2018,"$21,346.00 ","$19,211.40 ","$19,117.01 "
1899011159,181007314,ST CATHERINE OF SIENA SCHOOL,School,3840 WOODROW DR,PORT ARTHUR,"	77642",2018,"$6,358.00 ","$3,179.00 ","$3,054.00 "
1899011605,181007531,San Francisco Nativity Academy,School,5808 RENWICK DR,HOUSTON,"	77081",2018,"$1,258.80 ","$1,132.92 ",$802.85 
1899011692,181007569,ST JOSEPH'S ELEMENTARY SCHOOL,School,2901 E RANCIER AVE,KILLEEN,"	76543",2018,"$2,159.88 ","$1,079.94 ",
1899011845,181006969,FORT WORTH COUNTRY DAY,School,4200 COUNTRY DAY LANE,FORT WORTH,"	76109",2018,"$34,000.00 ","$13,600.00 ","$13,600.00 "
1899011864,181007643,TRINITY CHRISTIAN SCHOOL,School,7002 CANTON AVE,LUBBOCK,"	79413",2018,"$18,661.20 ","$7,464.48 ","$7,464.48 "
1899012276,181007903,ALL SAINTS EPISCOPAL SCHOOL,School,2695 S SOUTHWEST LOOP 323,TYLER,"	75701",2018,"$20,400.00 ","$8,160.00 ","$8,160.00 "
1899012659,181008051,REDEEMER LUTHERAN SCHOOL,School,1500 W ANDERSON LN,AUSTIN,"	78757",2018,"$12,367.44 ","$4,946.98 ","$4,946.98 "
1899012744,181008119,ST LOUIS SCHOOL,School,2114 SAINT JOSEPH BLVD,AUSTIN,"	78757",2018,"$10,620.00 ","$4,248.00 ","$4,248.00 "
1899012808,181008157,MARY IMMACULATE SCHOOL,School,14032 DENNIS LN,DALLAS,"	75234",2018,"$6,621.84 ","$2,648.74 ","$2,456.04 "
1899012864,181008195,Prince of Peace Catholic School,School,5100 W PLANO PKWY,PLANO,"	75093",2018,"$20,651.88 ","$8,260.75 ","$8,260.75 "
1899013455,181008568,EL PASO EDUCATION INITIATIVE INC DBA BURNHAM  WOOD CHARTER SCHOOL,School,7310 BISHOP FLORES DR,EL PASO,"	79912",2018,"$48,000.00 ","$38,400.00 ","$38,400.00 "
1899013456,181008569,VISTA DEL FUTURO CHARTER SCHOOL,School,1671 BOB HOPE DR,EL PASO,"	79936",2018,"$48,000.00 ","$28,800.00 ","$28,800.00 "
1899013770,181008716,COVINGTON SCHOOL,School,501 NORTH MAIN STREET,COVINGTON,"	76636",2018,"$34,899.96 ","$24,429.97 ","$24,429.97 "
1899014189,181008909,JOHN PAUL ll HIGH SCHOOL,School,900 Coit Rd.,PLANO,"	75075",2018,"$20,651.88 ","$8,260.75 ","$8,260.75 "
1899015573,181009694,BAIS MENACHEM,School,2127 PARMER LN,AUSTIN,"	78731",2018,"$68,040.00 ",$0.00 ,
1899015748,181009790,CALVARY EPISCOPAL SCHOOL INC,School,1201 AUSTIN ST,RICHMOND,"	77469",2018,"$2,698.20 ","$1,079.28 ","$1,079.28 "
1899016326,181010131,SCOFIELD CHRISTIAN SCHOOL,School,7730 ABRAMS RD,DALLAS,"	75231",2018,"$4,920.00 ","$1,968.00 ","$1,725.36 "
1899016380,181009790,CALVARY EPISCOPAL SCHOOL INC,School,1201 AUSTIN ST,RICHMOND,"	77469",2018,"$6,081.36 ","$2,432.54 ","$2,311.02 "
1899016480,181010227,ST. GABRIELS CATHOLIC SCHOOL,School,2500 WIMBERLY LANE,AUSTIN,"	78735",2018,"$16,488.00 ","$6,595.20 ","$6,595.20 "
1899016942,181010519,The Magellan School,School,7938 GREAT NORTHERN BLVD,AUSTIN,"	78757",2018,"$15,600.00 ","$6,240.00 ","$6,240.00 "
1899016946,181010526,SANTA CLARA DE ASSISI SCHOOL,School,321 CALUMET AVE,DALLAS,"	75211",2018,"$14,774.40 ","$7,387.20 ","$7,387.20 "
1899016970,181010540,ST. BERNARD OF CLAIRVAUX SCHOOL,School,1420 OLD GATE LN,DALLAS,"	75218",2018,"$6,140.04 ","$3,070.02 ","$3,070.02 "
1899017657,181010973,TORAH SCHOOL OF DALLAS,School,6921 FRNAKFORD RD,DALLAS,"	75252",2018,"$23,940.00 ",$0.00 ,
1899018075,181011233,JUAN DIEGO ACADEMY,School,"PO BOX 3888, 5208 SOUTH FM 494",MISSION,"	78573",2018,"$30,649.00 ","$12,259.60 ","$12,259.60 "
1899018382,181011454,ST MICHAEL'S CATHOLIC ACADEMY,School,3000 BARTON CREEK BLVD,AUSTIN,"	78735",2018,"$17,208.00 ","$6,883.20 ","$6,883.20 "
1899018688,181011647,Meridian World School ,School,2555 N IH 35,ROUND ROCK,"	78664",2018,"$22,931.64 ","$9,172.66 ","$9,172.66 "
1899018914,181011018,EDUCATION CENTER INTERNATIONAL ACADEMY,School,302 N TOWN EAST BLVD,SUNNYVALE,"	75182",2018,"$12,929.52 ",$0.00 ,
1899018944,181011793,MOUNT ST. MICHAEL CATHOLIC SCHOOL,School,4500 WEST DAVIS STREET,DALLAS,"	75211",2018,"$2,999.88 ","$1,499.94 ","$1,499.94 "
1899019009,181011826,ST. CECILIA SCHOOL,School,635 MARY CLIFF RD,DALLAS,"	75208",2018,"$6,262.80 ","$3,131.40 ","$3,131.40 "
1899020528,181012729,BETH YESHURUN,School,4525 BEECHNUT ST,HOUSTON,"	77096",2018,"$2,698.80 ",$0.00 ,
1899021163,181013059,ST CLAIRE OF ASSISI,School,3131 EL DORADO BLVD,HOUSTON,"	77059",2018,"$3,838.80 ","$1,535.52 ","$1,535.52 "
1899021948,181013494,COMPASS ACADEMY CHARTER SCHOOL,School,5530 BILLY HEXT RD,ODESSA,"	79765",2018,"$65,448.00 ","$26,179.20 ","$26,179.20 "
1899022179,181000171,REGENTS SCHOOL OF AUSTIN,School,3230 TRAVIS COUNTRY CIRCLE,AUSTIN,"	78735",2018,"$1,199.88 ",$0.00 ,
1899022222,181013694,REGENTS SCHOOL OF AUSTIN,School,3230 TRAVIS COUNTRY CIRCLE,AUSTIN,"	78735",2018,"$12,239.88 ","$4,895.95 ","$4,895.95 "
1899022231,181013694,REGENTS SCHOOL OF AUSTIN,School,3230 TRAVIS COUNTRY CIRCLE,AUSTIN,"	78735",2018,"$1,199.88 ",$479.95 ,$479.95 
1899023041,181014163,ST. JOSEPH CATHOLIC SCHOOL,School,600 S. COULTER DRIVE,BRYAN,"	77803",2018,"$3,600.00 ","$1,440.00 ","$1,440.00 "
1899023341,181012348,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,School,5807 CALHOUN RD,HOUSTON,"	77021",2018,"$7,126.32 ","$6,413.69 ",
1899025045,181015289,BEXAR COUNTY ACADEMY,School,1485 HILLCREST,SAN ANTONIO,"	78228",2018,"$12,840.48 ","$11,556.43 ","$11,306.24 "
1899025057,181015295,ACADEMY OF DALLAS,School,2324 South Vernon,DALLAS,"	75224",2018,"$12,840.48 ","$11,556.43 ","$10,761.12 "
1899026191,181015835,ERATH EXCELS  ACADEMY,School,680 PEACH ORCHARD RD,STEPHENVILLE,"	76401",2018,"$9,600.00 ","$8,640.00 ","$8,640.00 "
1899026809,181016164,ST. ELIZABETH CATHOLIC SCHOOL,School,4019 S HAMPTON RD,DALLAS,"	75224",2018,"$16,803.72 ","$8,401.86 ","$8,401.80 "
1899026852,181016180,ST. MARK CATHOLIC SCHOOL,School,1201 ALMA DR,PLANO,"	75075",2018,"$14,195.64 ","$5,678.26 ","$5,678.17 "
1899027251,181012092,FW #1,School,White Settlement Rd & Viola St,Fort Worth,"	76107",2018,"$14,774.28 ",$0.00 ,
1899027303,181012106,Irving Upper,School,Royal Ridge Parkway,San Antonio,"	75063",2018,"$14,774.28 ",$0.00 ,
1899027317,181012116,SA #4,School,Bandera Rd,San Antonio,"	78254",2018,"$14,774.28 ",$0.00 ,
1899027332,181012134,Western Hills,School,Ingram Rd,San Antonio,"	78245",2018,"$14,774.28 ","$7,387.14 ","$6,054.08 "
1899027939,181016656,THE BROOK HILL SCHOOL,School,1051 N HOUSTON ST,BULLARD,"	75757",2018,"$30,780.00 ","$12,312.00 ","$12,312.00 "
1899027946,181016663,CENTRAL TEXAS CHRISTIAN SCHOOLS ,School,4141 W FM 93,TEMPLE,"	76502",2018,"$16,809.72 ","$8,404.86 ","$8,404.86 "
1899027960,181016672,MCKINNEY CHRISTIAN ACADEMY,School,3601 Bois D'Arc Rd.,McKinney,"	75071",2018,"$24,180.00 ","$9,672.00 ","$9,672.00 "
1899028105,181016738,Emery – Weiner School,School,9825 STELLA LINK RD,HOUSTON,"	77025",2018,"$17,938.80 ","$8,969.40 ","$7,539.36 "
1899028647,181017050,ST. JOSEPH SCHOOL,School,600 SOUTH JUPITER ROAD,RICHARDSON,"	75081",2018,"$16,449.60 ","$6,579.84 ","$6,579.84 "
1899029318,181017402,WELLMAN UNION SCHOOL,School,505 Terry Ave,WELLMAN ,"	79378",2018,"$43,200.00 ","$34,560.00 ","$17,280.00 "
1899029924,181017654,ST ANTHONY ELEMENTARY SCHOOL,School,635 BONHAM ST,COLUMBUS,"	78934",2018,"$7,248.00 ",$0.00 ,
1899030030,181017701,TEXAS TORAH INSTITUTE,School,6506 FRANKFORD RD,DALLAS,"	75252",2018,"$7,238.88 ","$6,514.99 ","$6,123.56 "
1899030111,181017755,NOTRE DAME SCHOOL,School,907 MAIN ST,KERRVILLE,"	78028",2018,"$7,800.00 ","$3,900.00 ","$3,900.00 "
1899030152,181017773,ST MARY SCHOOL,School,PO BOX 277,WEST,"	76691",2018,"$6,600.00 ",$0.00 ,
1899030223,181017816,ST ANTHONY ELEMENTARY SCHOOL,School,635 BONHAM ST,COLUMBUS,"	78934",2018,"$10,233.60 ","$5,116.80 ","$5,028.04 "
1899030608,181017973,ST. MARY OF CARMEL SCHOOL,School,1716 SINGLETON BLVD,DALLAS,"	75212",2018,"$6,260.64 ","$5,008.51 ","$5,008.51 "
1899030710,181018029,ST. PAUL THE APOSTLE SCHOOL,School,720 S FLOYD RD,RICHARDSON,"	75080",2018,"$6,619.44 ","$3,309.72 ","$3,309.72 "
1899031424,181018401,PROVIDENCE CATHOLIC SCHOOL,School,1215 N SAINT MARYS ST,SAN ANTONIO,"	78215",2018,"$1,538.76 ",$615.50 ,$362.37 
1899031550,181008498,EHRHART SCHOOL,School,3380 FANNIN,BEAUMONT,"	77701",2018,"$37,320.00 ","$33,588.00 ","$33,588.00 "
1899031551,181008498,EHRHART SCHOOL,School,3380 FANNIN,BEAUMONT,"	77701",2018,"$8,745.00 ","$7,870.50 ","$7,870.50 "
1899032065,181018756,ST. MONICA SCHOOL,School,4140 WALNUT HILL LN,DALLAS,"	75229",2018,"$12,206.25 ","$4,882.50 ","$4,882.50 "
1899032081,181018756,ST. MONICA SCHOOL,School,4140 WALNUT HILL LN,DALLAS,"	75229",2018,"$5,425.00 ","$2,170.00 ","$1,627.50 "
1899032137,181018808,St. Philip & St. Augustine Catholic Academy,School,8151 MILITARY PKWY,DALLAS,"	75227",2018,"$13,570.08 ","$10,856.06 ","$10,856.04 "
1899032186,181018833,OUR LADY OF MT. CARMEL SCHOOL,School,6703 WHITEFRIARS DR,HOUSTON,"	77087",2018,"$3,016.08 ","$2,714.47 ","$2,713.57 "
1899032696,181019133,ST ANTHONY CATHOLIC SCHOOL,School,205 W HUISACHE AVE,SAN ANTONIO,"	78212",2018,"$1,140.00 ",$456.00 ,
1899032705,181019133,ST ANTHONY CATHOLIC SCHOOL,School,205 W HUISACHE AVE,SAN ANTONIO,"	78212",2018,"$1,423.08 ",$569.23 ,$268.09 
1899032740,181019145,ST JAMES EPISCOPAL SCHOOL,School,602 S CARANCAHUA ST,CORPUS CHRISTI,"	78401",2018,"$15,533.28 ","$6,213.31 ","$4,975.37 "
1899032941,181019265,EZZELL ELEMENTARY SCHOOL,School,20500 FM 531,HALLETTSVILLE,"	77964",2018,"$6,630.00 ","$4,641.00 ","$3,570.00 "
1899032957,181019265,EZZELL ELEMENTARY SCHOOL,School,20500 FM 531,HALLETTSVILLE,"	77964",2018,"$20,400.00 ","$14,280.00 ","$14,271.60 "
1899033099,181019324,ST LEO THE GREAT CATHOLIC SCHOOL,School,119 OCTAVIA PL,SAN ANTONIO,"	78214",2018,"$7,496.76 ","$5,997.41 ",
1899033632,181019634,ST MARY'S CATHOLIC SCHOOL,School,202 S ORANGE ST,FREDERICKSBURG,"	78624",2018,"$4,019.88 ","$2,009.94 ","$2,009.94 "
1899033725,181019681,ST MATTHEW CATHOLIC SCHOOL,School,10703 WURZBACH RD,SAN ANTONIO,"	78230",2018,"$7,588.80 ","$3,035.52 ","$3,035.52 "
1899033731,181019668,SACRED HEART ELEMENTARY SCHOOL,School,545 E PEARL ST,LA GRANGE,"	78945",2018,"$2,388.00 ",$955.20 ,$955.20 
1899033813,181019738,ST PETER PRINCE OF APOSTLES SCHOOL,School,112 MARCIA PL,SAN ANTONIO,"	78209",2018,"$6,750.60 ","$2,700.24 ","$2,700.24 "
1899033818,181019738,ST PETER PRINCE OF APOSTLES SCHOOL,School,112 MARCIA PL,SAN ANTONIO,"	78209",2018,"$8,315.64 ","$3,326.26 ",
1899033823,181019738,ST PETER PRINCE OF APOSTLES SCHOOL,School,112 MARCIA PL,SAN ANTONIO,"	78209",2018,"$1,018.20 ",$407.28 ,
1899033828,181019738,ST PETER PRINCE OF APOSTLES SCHOOL,School,112 MARCIA PL,SAN ANTONIO,"	78209",2018,"$9,000.00 ","$3,600.00 ","$3,600.00 "
1899034099,181016710,MEYER PARK ELEMENTARY,School,13663 MAIN STREET,HOUSTON,"	77035",2018,$660.00 ,$594.00 ,
1899034239,181019917,ST JOSEPH'S ELEMENTARY SCHOOL,School,2901 E RANCIER AVE,KILLEEN,"	76543",2018,"$2,159.88 ","$1,079.94 ",$599.70 
1899034312,181019975,VALENTINE INDEPENDENT SCHOOL,School,100 KENTUCKY ST,VALENTINE,"	79854",2018,"$32,736.00 ","$29,462.40 ","$29,462.40 "
1899034634,181020091,HOLY TRINITY CATHOLIC HIGH SCH,School,6608 W ADAMS AVE,TEMPLE,"	76502",2018,"$9,300.00 ","$1,860.00 ",$0.00 
1899034650,181020123,TMI - THE EPISCOPAL SCHOOL OF TEXAS,School,20955 W TEJAS TRL,SAN ANTONIO,"	78257",2018,"$24,113.88 ","$9,645.55 ","$9,645.55 "
1899034662,181020123,TMI - THE EPISCOPAL SCHOOL OF TEXAS,School,20955 W TEJAS TRL,SAN ANTONIO,"	78257",2018,"$21,149.40 ","$8,459.76 ","$7,420.41 "
1899035236,181020358,NEW BRAUNFELS CHRISTIAN ACADEMY,School,220 FM 1863,NEW BRAUNFELS,"	78132",2018,"$8,940.00 ","$3,576.00 ","$3,576.00 "
1899035622,181020577,ST IGNATIUS MARTYR SCHOOL,School,120 W OLTORF ST,AUSTIN,"	78704",2018,"$9,588.00 ","$3,835.20 ","$3,835.20 "
1899036557,181020858,AMHERST SCHOOL,School,PO BOX 248,AMHERST,"	79312",2018,"$45,600.00 ","$41,040.00 ","$19,440.00 "
1899036635,181021032,PRESBYTERIAN PAN AM SCHOOL,School,223 NORTH FM ROAD 772,KINGSVILLE,"	78363",2018,"$38,940.00 ","$31,152.00 ","$31,152.00 "
1899036678,181021062,ST HELEN CATHOLIC SCHOOL,School,2700 E UNIVERSITY AVE,GEORGETOWN,"	78626",2018,"$2,999.40 ","$1,199.76 ","$1,079.76 "
1899036768,181021091,ST PATRICK CATHOLIC SCHOOL,School,2116 LOWRY STREET,LUFKIN,"	75901",2018,"$1,751.40 ","$1,401.12 ","$1,295.52 "
1899038695,181021901,ST JOSEPH ACADEMY,School,101 SAINT JOSEPH DR,BROWNSVILLE,"	78520",2018,"$34,741.44 ","$13,896.58 ","$13,893.68 "
1899040491,181022715,ST EDWARD SCHOOL,School,2601 SPRING STUEBNER RD,SPRING,"	77389",2018,"$3,575.16 ","$1,787.58 ","$1,787.58 "
1899040685,181022770,ST ELIZABETH ANN SETON SCHOOL,School,6646 ADDICKS SATSUMA RD,HOUSTON,"	77084",2018,"$3,298.80 ","$1,319.52 ",$527.81 
